"Category","Driver","Variable","Name"
"cryosphere","sea ice","sea ice cover Aug [annual proportion trend p-value]",
"cryosphere","sea ice","sea ice cover Aug [mean proportion]",
"cryosphere","sea ice","sea ice cover Aug [SD proportion]",
"cryosphere","sea ice","sea ice cover Sep [annual proportion trend]",
"cryosphere","sea ice","sea ice cover Sep [annual proportion trend p-value]",
"cryosphere","sea ice","sea ice cover Sep [mean proportion]",
"cryosphere","sea ice","sea ice cover Sep [SD proportion]",
"cryosphere","sea ice","sea ice cover Oct [annual proportion trend]",
"cryosphere","sea ice","sea ice cover Oct [annual proportion trend p-value]",
"cryosphere","sea ice","sea ice cover Oct [mean proportion]",
"cryosphere","sea ice","sea ice cover Oct [SD proportion]",
"cryosphere","sea ice","sea ice cover Nov [annual proportion trend]",
"cryosphere","sea ice","sea ice cover Nov [annual proportion trend p-value]",
"cryosphere","sea ice","sea ice cover Nov [mean proportion]",
"cryosphere","sea ice","sea ice cover Nov [SD proportion]",
"cryosphere","sea ice","sea ice cover Dec [annual proportion trend]",
"cryosphere","sea ice","sea ice cover Dec [annual proportion trend p-value]",
"cryosphere","sea ice","sea ice cover Dec [mean proportion]",
"cryosphere","sea ice","sea ice cover Dec [SD proportion]",
"cryosphere","sea ice","EsEs acc [cm]","Thickness of ice accretion"
"cryosphere","sea ice","ice cover [%]",
"cryosphere","sea ice","ice area [km2]",
"cryosphere","sea ice","EsEs [m]","Sea ice thickness"
"cryosphere","sea ice","Ice conc [tenths]","Ice concentration"
"cryosphere","sea ice","Ice cov [%]","Ice coverage"
"cryosphere","sea ice","Ice cov [%]","Ice cover duration"
"cryosphere","sea ice","IP [km**3/day]","Sea ice production"
"cryosphere","sea ice","Open water [annual days]","Open water"
"cryosphere","sea ice","Open water [annual days]","Open water type"
"cryosphere","sea ice","Open water [start date]","Open water"
"cryosphere","sea ice","Open water [start date]","Open water type"
"cryosphere","sea ice","Open water [end date]","Open water"
"cryosphere","sea ice","Open water [end date]","Open water type"
"cryosphere","sea ice","Sea ice thickness [cm]",
"physics","light","PAR [µmol m-2 s-1]","Radiation, photosynthetically active"
"physics","light","PAR [µmol m-2 s-1]","Radiation, photosynthetically active per day"
"physics","light","UV-A [W*m^2]",
"physics","light","UV-B [W*m^2]",
"physics","salinity","sal",
"physics","salinity","sal_pco2",
"physics","seawater temperature","temp [°C]",
"physics","seawater temperature","temp_pco2 [°C]",
"social","fisheries","berths [n; mean]",
"social","fisheries","berths [n; sum]",
"social","fisheries","Calls [Cargo boats]",
"social","fisheries","Calls [Fishing boats]",
"social","fisheries","Calls [Navy / Coast Guard]",
"social","fisheries","Calls [Other vessels]",
"social","fisheries","Calls [Pilot boat]",
"social","fisheries","Calls [Polar / Nordsyssel]",
"social","fisheries","Calls [Teaching / research]",
"social","fisheries","CO2 emissions in port [tonnes; mean]",
"social","fisheries","CO2 emissions in port [tonnes; sum]",
"social","fisheries","CO2 emissions total [tonnes; mean]",
"social","fisheries","CO2 emissions total [tonnes; sum]",
"social","fisheries","duration [hours; mean]",
"social","fisheries","duration [hours; sum]",
"social","fisheries","duration in port [hours; mean]",
"social","fisheries","duration in port [hours; sum]",
"social","fisheries","Fuel in port [tonnes; mean]",
"social","fisheries","Fuel in port [tonnes; sum]",
"social","fisheries","Fuel propulsion [tonnes; mean]",
"social","fisheries","Fuel propulsion [tonnes; sum]",
"social","fisheries","gross weight [mean]",
"social","fisheries","gross weight [sum]",
"social","fisheries","nautical miles [mean]",
"social","fisheries","nautical miles [sum]",
"social","fisheries","NOx emissions in port [tonnes; mean]",
"social","fisheries","NOx emissions in port [tonnes; sum]",
"social","fisheries","NOx emissions total [tonnes; mean]",
"social","fisheries","NOx emissions total [tonnes; sum]",
"social","fisheries","PM emissions in port [tonnes; mean]",
"social","fisheries","PM emissions in port [tonnes; sum]",
"social","fisheries","PM emissions total [tonnes; mean]",
"social","fisheries","PM emissions total [tonnes; sum]",
"social","fisheries","Power in port [GWh; mean]",
"social","fisheries","Power in port [GWh; sum]",
"social","fisheries","Power in port [tonnes; sum]",
"social","fisheries","Power total [GWh; mean]",
"social","fisheries","Power total [GWh; sum]",
"social","fisheries","SOx emissions in port [tonnes; mean]",
"social","fisheries","SOx emissions in port [tonnes; sum]",
"social","fisheries","SOx emissions total [tonnes; mean]",
"social","fisheries","SOx emissions total [tonnes; sum]",
"social","fisheries","Tonnage [Total gross]",
"social","fisheries","Total fuel [tonnes; mean]",
"social","fisheries","Total fuel [tonnes; sum]",
"social","fisheries","trips [n]",
"social","fisheries","Vessels [calls]",
"social","fisheries","Vessels [Cargo]",
"social","fisheries","Vessels [Coast Guard/Governor]",
"social","fisheries","Vessels [Research vessel]",
"social","tourism","Calls [Cruise boats (overseas)]",
"social","tourism","Calls [Tourist boats (expedition cruise)]",
"social","tourism","Calls [Day trip boats (local boats)]",
"social","tourism","Calls [Day trip boats (12 PAX RIB mm)]",
"social","tourism","Calls [Pleasure boats (Sail charter engine)]",
"social","tourism","Days in port [Cruise boats]",
"social","tourism","Days in port [Tourist boats (expedition cruise)]",
"social","tourism","Days in port [Pleasure boats]",
"social","tourism","Passengers [Cruise boats]",
"social","tourism","Passengers [Tourist boats (expedition cruise)]",
"social","tourism","Tourist arrivals [count]",
"social","tourism","Vessels [Passenger ship ISPS]",
"social","tourism","Vessels [Passenger ship]",
