meta_idx,date_accessed,Error,parent_doi,URL,citation,meta_cols,removed_cols
2374,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802963,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2375,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802964,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2376,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802965,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2377,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802966,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2378,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802967,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2379,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802968,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2380,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802969,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2381,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802970,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2382,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802971,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2383,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802972,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2384,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802973,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2385,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802974,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2386,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802975,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2387,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802976,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2388,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802977,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2389,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802978,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2390,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802979,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2391,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802980,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2392,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802981,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2393,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802982,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2394,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802983,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2395,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802984,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2396,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802985,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2397,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802986,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2398,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802987,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2399,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802988,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2400,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802989,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2401,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802990,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2402,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802991,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2403,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802992,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2404,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802993,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2405,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802994,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2406,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802995,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2407,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802996,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2408,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802997,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2409,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802998,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2410,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.802999,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2411,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.803000,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2412,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.803001,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2413,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.803002,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2414,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.803003,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2415,2024-02-07,No columns with data,10.1594/PANGAEA.839535,https://doi.org/10.1594/PANGAEA.803004,"König-Langlo, Gert (2012): Upper air soundings during POLARSTERN expedition ARK-XXVII to the Arctic Ocean in 2012. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.839535",NA,NA
2416,2024-02-07,No columns with data,10.1594/PANGAEA.869036,https://doi.org/10.1594/PANGAEA.869036,"König-Langlo, Gert (2016): Continuous meteorological surface measurement during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.869036",NA,NA
2417,2024-02-07,Spatial data not in any site bbox,10.1594/PANGAEA.868256,https://doi.org/10.1594/PANGAEA.868256,"König-Langlo, Gert (2016): Meteorological observations during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868256",NA,NA
2418,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868257,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2419,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868258,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2420,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868259,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2421,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868260,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2422,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868261,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2423,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868262,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2424,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868263,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2425,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868264,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2426,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868265,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2427,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868266,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2428,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868267,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2429,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868268,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2430,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868269,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2431,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868270,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2432,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868271,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2433,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868272,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2434,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868273,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2435,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868274,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2436,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868275,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2437,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868276,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2438,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868277,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2439,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868278,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2440,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868279,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2441,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868280,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2442,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868281,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2443,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868282,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2444,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868283,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2445,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868284,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2446,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868285,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2447,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868286,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2448,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868287,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2449,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868288,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2450,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868289,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
