meta_idx,date_accessed,Error,parent_doi,URL,citation,meta_cols,removed_cols
1814,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381606,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1815,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381607,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1816,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381608,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1817,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381609,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1818,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381610,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1819,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381611,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1820,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381612,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1821,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381613,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1822,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381614,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1823,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381615,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1824,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381616,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1825,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381617,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1826,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381618,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1827,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381619,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1828,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381620,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1829,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381621,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1830,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381622,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1831,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381623,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1832,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381624,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1833,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381625,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1834,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381626,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1835,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381627,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1836,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381628,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1837,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381629,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1838,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381630,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1839,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381631,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1840,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381632,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1841,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381633,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1842,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381634,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1843,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381635,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1844,2024-02-07,No columns with data,10.1594/PANGAEA.851342,https://doi.org/10.1594/PANGAEA.381636,"König-Langlo, Gert (1997): Upper air soundings during POLARSTERN cruise ARK-XII. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.851342",NA,NA
1845,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382212,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1846,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382213,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1847,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382214,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1848,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382215,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1849,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382216,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1850,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382217,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1851,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382218,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1852,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382219,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1853,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382220,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1854,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382221,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1855,2024-02-07,No columns with data,10.1594/PANGAEA.849804,https://doi.org/10.1594/PANGAEA.382222,"König-Langlo, Gert (1998): Upper air soundings during POLARSTERN cruise ARK-XIII/1a. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849804",NA,NA
1856,2024-02-07,Spatial data not in any site bbox,10.1594/PANGAEA.269632,https://doi.org/10.1594/PANGAEA.269632,"König-Langlo, Gert (2002): Meteorological observations during POLARSTERN cruise ARK-XVII/2 (AMORE). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.269632, In: Thiede, Jörn; Barrais, Jörg; Drachev, Sergej; Gauger, Steffen; Haas, Christian; Hartmann, Thomas; Hatzky, Jörn; König-Langlo, Gert; Lieser, Jan L; Niessen, Frank; Schenke, Hans Werner; Shevchenko, Vladimir P; Snow, Jonathan E; Spielhagen, Robert F (2002): First results from the Arctic Mid-Ocean Ridge Expedition with POLARSTERN and HEALY. PANGAEA, https://doi.org/10.1594/PANGAEA.808525",NA,NA
1857,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383713,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1858,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383714,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1859,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383715,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1860,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383716,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1861,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383717,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1862,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383718,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1863,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383719,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1864,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383720,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1865,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383721,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1866,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383722,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1867,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383723,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
1868,2024-02-07,No columns with data,10.1594/PANGAEA.849304,https://doi.org/10.1594/PANGAEA.383724,"König-Langlo, Gert (2002): Upper air soundings during POLARSTERN cruise ARK-XVII/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.849304",NA,NA
